1/1/2010 1:00:00 9.894829
1/1/2010 4:00:00 9.726315
1/1/2010 7:00:00 9.422415
1/1/2010 10:00:00 9.370689
1/1/2010 13:00:00 9.834481
1/1/2010 16:00:00 9.617241
1/1/2010 19:00:00 8.353449
1/1/2010 22:00:00 7.439655
2/1/2010 1:00:00 6.587931
2/1/2010 4:00:00 6.255173
2/1/2010 7:00:00 6.119298
2/1/2010 10:00:00 7.084483
2/1/2010 13:00:00 9.146552
2/1/2010 16:00:00 9.082760
2/1/2010 19:00:00 7.592982
2/1/2010 22:00:00 6.780702
3/1/2010 1:00:00 5.967241
3/1/2010 4:00:00 5.950000
3/1/2010 7:00:00 6.182759
3/1/2010 10:00:00 6.917242
3/1/2010 13:00:00 8.664911
3/1/2010 16:00:00 8.798244
3/1/2010 19:00:00 7.845614
3/1/2010 22:00:00 7.054386
4/1/2010 1:00:00 6.447368
4/1/2010 4:00:00 5.841379
4/1/2010 7:00:00 6.083930
4/1/2010 10:00:00 6.469643
4/1/2010 13:00:00 7.843860
4/1/2010 16:00:00 7.950000
4/1/2010 19:00:00 6.807409
4/1/2010 22:00:00 6.053704
5/1/2010 1:00:00 5.359259
5/1/2010 4:00:00 5.081481
5/1/2010 7:00:00 5.037037
5/1/2010 10:00:00 5.850878
5/1/2010 13:00:00 7.527586
5/1/2010 16:00:00 8.150846
5/1/2010 19:00:00 6.291380
5/1/2010 22:00:00 5.959322
6/1/2010 1:00:00 5.350848
6/1/2010 4:00:00 5.101694
6/1/2010 7:00:00 5.186440
6/1/2010 10:00:00 5.998304
6/1/2010 13:00:00 7.791526
6/1/2010 16:00:00 8.387932
6/1/2010 19:00:00 6.898306
6/1/2010 22:00:00 6.306780
7/1/2010 1:00:00 5.447457
7/1/2010 4:00:00 5.188136
7/1/2010 7:00:00 5.074575
7/1/2010 10:00:00 5.800000
7/1/2010 13:00:00 7.279662
7/1/2010 16:00:00 7.645762
7/1/2010 19:00:00 6.856897
7/1/2010 22:00:00 6.043103
8/1/2010 1:00:00 5.529311
8/1/2010 4:00:00 5.408771
8/1/2010 7:00:00 5.501695
8/1/2010 10:00:00 5.749153
8/1/2010 13:00:00 6.767272
8/1/2010 16:00:00 6.910346
8/1/2010 19:00:00 5.913560
8/1/2010 22:00:00 5.257628
9/1/2010 1:00:00 4.439655
9/1/2010 4:00:00 4.584746
9/1/2010 7:00:00 4.693220
9/1/2010 10:00:00 4.937289
9/1/2010 13:00:00 5.749153
9/1/2010 16:00:00 5.861017
9/1/2010 19:00:00 5.608474
9/1/2010 22:00:00 5.235593
10/1/2010 1:00:00 4.947457
10/1/2010 4:00:00 4.584483
10/1/2010 7:00:00 5.370689
10/1/2010 10:00:00 5.733333
10/1/2010 13:00:00 6.796609
10/1/2010 16:00:00 6.937288
10/1/2010 19:00:00 5.706780
10/1/2010 22:00:00 4.942371
11/1/2010 1:00:00 4.005172
11/1/2010 4:00:00 3.798276
11/1/2010 7:00:00 4.037931
11/1/2010 10:00:00 4.117544
11/1/2010 13:00:00 6.457895
11/1/2010 16:00:00 7.170176
11/1/2010 19:00:00 5.805172
11/1/2010 22:00:00 4.744828
12/1/2010 1:00:00 3.742857
12/1/2010 4:00:00 4.298305
12/1/2010 7:00:00 4.498214
12/1/2010 10:00:00 4.859649
12/1/2010 13:00:00 6.631579
12/1/2010 16:00:00 7.043861
12/1/2010 19:00:00 6.938181
12/1/2010 22:00:00 7.426317
13/1/2010 1:00:00 7.475439
13/1/2010 4:00:00 7.828069
13/1/2010 7:00:00 7.782456
13/1/2010 10:00:00 8.419298
13/1/2010 13:00:00 10.977584
13/1/2010 16:00:00 10.859649
13/1/2010 19:00:00 9.429310
13/1/2010 22:00:00 8.884212
14/1/2010 1:00:00 8.360345
14/1/2010 4:00:00 8.322414
14/1/2010 7:00:00 8.722415
14/1/2010 10:00:00 8.891229
14/1/2010 13:00:00 10.601726
14/1/2010 16:00:00 10.715789
14/1/2010 19:00:00 9.581820
14/1/2010 22:00:00 8.852728
15/1/2010 1:00:00 8.420690
15/1/2010 4:00:00 7.991228
15/1/2010 7:00:00 8.491227
15/1/2010 10:00:00 8.781034
15/1/2010 13:00:00 10.456898
15/1/2010 16:00:00 11.062711
15/1/2010 19:00:00 9.681355
15/1/2010 22:00:00 8.436207
16/1/2010 1:00:00 7.817241
16/1/2010 4:00:00 7.751726
16/1/2010 7:00:00 8.764407
16/1/2010 10:00:00 9.796609
16/1/2010 13:00:00 11.393220
16/1/2010 16:00:00 11.924137
16/1/2010 19:00:00 11.468419
16/1/2010 22:00:00 11.207017
17/1/2010 1:00:00 11.203448
17/1/2010 4:00:00 11.038984
17/1/2010 7:00:00 11.200002
17/1/2010 10:00:00 11.310170
17/1/2010 13:00:00 13.386440
17/1/2010 16:00:00 13.828072
17/1/2010 19:00:00 11.274137
17/1/2010 22:00:00 9.494828
18/1/2010 1:00:00 8.367242
18/1/2010 4:00:00 8.015517
18/1/2010 7:00:00 7.484211
18/1/2010 10:00:00 8.522807
18/1/2010 13:00:00 10.774999
18/1/2010 16:00:00 11.503571
18/1/2010 19:00:00 9.512280
18/1/2010 22:00:00 8.239655
19/1/2010 1:00:00 7.722033
19/1/2010 4:00:00 7.611865
19/1/2010 7:00:00 8.065517
19/1/2010 10:00:00 8.552544
19/1/2010 13:00:00 10.168964
19/1/2010 16:00:00 11.110349
19/1/2010 19:00:00 9.550849
19/1/2010 22:00:00 8.925425
20/1/2010 1:00:00 8.505086
20/1/2010 4:00:00 8.498305
20/1/2010 7:00:00 9.062713
20/1/2010 10:00:00 9.750845
20/1/2010 13:00:00 11.477964
20/1/2010 16:00:00 11.624140
20/1/2010 19:00:00 10.576272
20/1/2010 22:00:00 9.708474
21/1/2010 1:00:00 9.111864
21/1/2010 4:00:00 8.737288
21/1/2010 7:00:00 8.322414
21/1/2010 10:00:00 9.389830
21/1/2010 13:00:00 11.883053
21/1/2010 16:00:00 12.217243
21/1/2010 19:00:00 10.383052
21/1/2010 22:00:00 9.345764
22/1/2010 1:00:00 8.566102
22/1/2010 4:00:00 7.860345
22/1/2010 7:00:00 8.437930
22/1/2010 10:00:00 9.705172
22/1/2010 13:00:00 12.452542
22/1/2010 16:00:00 13.015516
22/1/2010 19:00:00 10.822036
22/1/2010 22:00:00 9.381357
23/1/2010 1:00:00 8.593222
23/1/2010 4:00:00 8.159322
23/1/2010 7:00:00 8.442373
23/1/2010 10:00:00 9.022034
23/1/2010 13:00:00 11.587930
23/1/2010 16:00:00 12.261405
23/1/2010 19:00:00 10.305086
23/1/2010 22:00:00 9.427117
24/1/2010 1:00:00 8.872883
24/1/2010 4:00:00 8.688134
24/1/2010 7:00:00 8.837289
24/1/2010 10:00:00 9.577967
24/1/2010 13:00:00 10.998307
24/1/2010 16:00:00 11.266102
24/1/2010 19:00:00 10.047459
24/1/2010 22:00:00 9.418968
25/1/2010 1:00:00 7.845453
25/1/2010 4:00:00 8.524138
25/1/2010 7:00:00 8.366103
25/1/2010 10:00:00 8.649152
25/1/2010 13:00:00 10.425426
25/1/2010 16:00:00 10.538981
25/1/2010 19:00:00 9.586439
25/1/2010 22:00:00 8.413559
26/1/2010 1:00:00 7.562712
26/1/2010 4:00:00 7.166101
26/1/2010 7:00:00 7.352542
26/1/2010 10:00:00 7.837290
26/1/2010 13:00:00 8.967797
26/1/2010 16:00:00 8.722034
26/1/2010 19:00:00 7.676273
26/1/2010 22:00:00 6.663794
27/1/2010 1:00:00 6.135593
27/1/2010 4:00:00 5.550848
27/1/2010 7:00:00 5.569492
27/1/2010 10:00:00 6.089830
27/1/2010 13:00:00 8.174577
27/1/2010 16:00:00 8.933899
27/1/2010 19:00:00 7.447457
27/1/2010 22:00:00 6.849153
28/1/2010 1:00:00 6.661017
28/1/2010 4:00:00 6.989831
28/1/2010 7:00:00 7.472882
28/1/2010 10:00:00 8.335594
28/1/2010 13:00:00 10.106895
28/1/2010 16:00:00 10.668964
28/1/2010 19:00:00 9.661018
28/1/2010 22:00:00 9.154239
29/1/2010 1:00:00 8.662711
29/1/2010 4:00:00 8.616950
29/1/2010 7:00:00 9.081357
29/1/2010 10:00:00 9.813558
29/1/2010 13:00:00 11.111864
29/1/2010 16:00:00 11.167797
29/1/2010 19:00:00 10.237288
29/1/2010 22:00:00 9.467795
30/1/2010 1:00:00 8.461018
30/1/2010 4:00:00 8.032204
30/1/2010 7:00:00 7.740678
30/1/2010 10:00:00 8.596492
30/1/2010 13:00:00 9.537290
30/1/2010 16:00:00 9.413792
30/1/2010 19:00:00 7.874576
30/1/2010 22:00:00 6.516950
31/1/2010 1:00:00 5.515254
31/1/2010 4:00:00 5.042372
31/1/2010 7:00:00 4.845762
31/1/2010 10:00:00 5.781034
31/1/2010 13:00:00 8.360348
31/1/2010 16:00:00 9.106777
31/1/2010 19:00:00 6.991527
31/1/2010 22:00:00 5.615254
1/2/2010 1:00:00 4.957895
1/2/2010 4:00:00 4.505263
1/2/2010 7:00:00 4.642105
1/2/2010 10:00:00 6.485965
1/2/2010 13:00:00 9.440678
1/2/2010 16:00:00 10.144069
1/2/2010 19:00:00 8.348278
1/2/2010 22:00:00 7.183050
2/2/2010 1:00:00 6.677966
2/2/2010 4:00:00 6.810526
2/2/2010 7:00:00 6.861016
2/2/2010 10:00:00 8.393218
2/2/2010 13:00:00 10.910343
2/2/2010 16:00:00 11.469493
2/2/2010 19:00:00 10.103390
2/2/2010 22:00:00 9.167797
3/2/2010 1:00:00 8.888136
3/2/2010 4:00:00 8.442372
3/2/2010 7:00:00 8.549154
3/2/2010 10:00:00 9.876271
3/2/2010 13:00:00 12.513792
3/2/2010 16:00:00 13.337288
3/2/2010 19:00:00 10.734483
3/2/2010 22:00:00 9.229311
4/2/2010 1:00:00 8.417242
4/2/2010 4:00:00 8.224138
4/2/2010 7:00:00 8.537288
4/2/2010 10:00:00 9.886209
4/2/2010 13:00:00 12.991528
4/2/2010 16:00:00 13.246552
4/2/2010 19:00:00 12.232205
4/2/2010 22:00:00 11.263794
5/2/2010 1:00:00 11.142592
5/2/2010 4:00:00 10.900000
5/2/2010 7:00:00 11.136362
5/2/2010 10:00:00 11.030770
5/2/2010 13:00:00 12.656898
5/2/2010 16:00:00 13.238982
5/2/2010 19:00:00 11.561019
5/2/2010 22:00:00 10.676271
6/2/2010 1:00:00 10.146553
6/2/2010 4:00:00 9.468965
6/2/2010 7:00:00 10.099999
6/2/2010 10:00:00 11.098304
6/2/2010 13:00:00 12.946551
6/2/2010 16:00:00 12.889832
6/2/2010 19:00:00 11.659322
6/2/2010 22:00:00 10.403451
7/2/2010 1:00:00 9.999999
7/2/2010 4:00:00 9.221052
7/2/2010 7:00:00 9.540679
7/2/2010 10:00:00 10.000000
7/2/2010 13:00:00 11.863793
7/2/2010 16:00:00 11.793221
7/2/2010 19:00:00 10.125423
7/2/2010 22:00:00 8.881357
8/2/2010 1:00:00 8.030509
8/2/2010 4:00:00 7.464406
8/2/2010 7:00:00 7.476271
8/2/2010 10:00:00 8.977587
8/2/2010 13:00:00 10.301723
8/2/2010 16:00:00 10.710346
8/2/2010 19:00:00 9.853451
8/2/2010 22:00:00 8.818966
9/2/2010 1:00:00 8.177585
9/2/2010 4:00:00 7.925861
9/2/2010 7:00:00 7.935595
9/2/2010 10:00:00 7.832759
9/2/2010 13:00:00 8.869492
9/2/2010 16:00:00 8.991525
9/2/2010 19:00:00 8.159322
9/2/2010 22:00:00 7.729825
10/2/2010 1:00:00 6.427119
10/2/2010 4:00:00 5.918644
10/2/2010 7:00:00 5.891228
10/2/2010 10:00:00 4.286793
10/2/2010 13:00:00 7.870688
10/2/2010 16:00:00 8.318645
10/2/2010 19:00:00 6.558621
10/2/2010 22:00:00 5.745763
11/2/2010 1:00:00 4.761017
11/2/2010 4:00:00 4.158620
11/2/2010 7:00:00 4.096611
11/2/2010 10:00:00 4.449152
11/2/2010 13:00:00 5.710342
11/2/2010 16:00:00 6.018644
11/2/2010 19:00:00 5.588135
11/2/2010 22:00:00 5.232203
